-7.969,-14.394
38.883,-9.03
36.971,-25.171
41.868,-6.712
38.079,-7.932
39.455,-31.131
34.21,62.228
34.399,70.499
31.506,65.848
33.391,62.261
41.415,19.721
36.504,2.814
24.293,9.452
26.71,0.286
22.811,5.451
33.536,-0.242
28.051,9.643
-6.27,14.247
-12.609,13.404
-7.357,20.804
-11.894,22.916
18.205,-63.055
-64.238,-56.631
-62.191,-58.987
14.591,-61.003
17.9,-62.85
12.131,-68.268
14.521,-91.697
-31.297,-57.996
-35.348,-57.294
-31.007,-64.532
-37.444,-70.222
-25.738,-54.473
-24.856,-65.486
-41.943,-71.532
-50.335,-72.248
-47.735,-65.904
-53.777,-67.749
-27.57,153.008
-10.951,142.459
-23.807,133.902
-16.886,145.755
-26.413,146.262
-20.664,139.489
-21.172,149.18
-38.039,144.469
-42.836,147.51
-34.945,138.531
-32.507,137.717
-32.097,115.881
-20.712,116.773
-30.789,121.462
-15.778,128.707
-20.378,118.626
-29.041,167.939
47.843,16.26
47.0,15.433
24.288,-77.684
26.511,-77.083
26.271,50.634
25.918,50.591
21.452,91.964
24.152,89.049
51.19,4.463
17.539,-88.308
6.357,2.384
9.357,2.609
27.403,89.426
-14.739,-68.411
-16.143,-62.026
-29.319,26.823
-21.159,27.474
-24.602,24.691
29.332,-100.981
-8.348,-49.301
-22.875,-43.384
2.077,-50.862
-21.812,-48.133
-10.984,-37.07
-15.862,-47.913
2.846,-60.69
-27.134,-52.656
-7.6,-72.769
-3.039,-60.05
-3.855,-32.423
-3.776,-38.532
-9.51,-35.793
-8.709,-63.902
0.607,-69.186
4.946,114.928
42.569,27.514
12.353,-1.512
-3.324,29.318
13.096,103.224
4.089,9.36
10.451,14.257
46.485,-84.509
50.056,-97.032
44.64,-63.499
51.392,-56.084
49.082,-125.772
68.534,-89.808
49.132,-68.207
64.299,-96.078
49.951,-125.271
49.91,-99.952
69.108,-105.138
67.817,-115.144
52.075,-111.445
70.486,-68.517
64.043,-139.128
61.371,-139.041
58.422,-130.032
55.742,-120.182
53.667,-113.467
61.094,-94.071
79.995,-85.813
68.304,-133.483
63.756,-68.556
54.678,-101.682
61.181,-113.69
61.76,-121.237
44.225,-76.597
53.625,-77.704
49.778,-86.939
56.35,-94.7
70.763,-117.806
68.636,-95.85
72.683,-77.967
54.805,-66.805
82.518,-62.281
51.291,-80.608
67.571,-139.839
54.286,-130.445
46.161,-60.048
74.717,-94.969
72.982,-84.614
64.23,-76.527
67.546,-64.031
65.282,-126.8
63.209,-123.437
53.319,-60.426
47.619,-52.752
28.453,-13.864
16.741,-22.949
19.293,-81.357
4.398,18.519
10.236,22.717
17.917,19.111
-41.906,-73.797
-36.583,-72.032
-27.165,-109.422
40.08,116.584
49.205,119.825
39.124,117.346
23.184,113.266
28.189,113.219
36.517,103.622
21.975,100.76
24.544,118.127
30.228,120.432
29.719,106.641
39.543,76.022
43.907,87.474
45.623,126.25
-10.451,105.69
25.986,63.03
4.454,-75.765
9.045,-73.975
-11.534,43.272
-18.825,-159.774
42.531,8.793
8.601,-82.97
34.875,33.625
49.696,18.111
56.304,10.619
55.526,8.553
-7.313,72.411
-9.303,125.287
-2.205,-80.989
31.073,33.836
22.376,31.612
51.477,-0.461
54.399,-7.652
59.259,24.204
8.977,38.8
8.128,34.563
8.716,39.008
-51.823,-58.447
62.064,-7.277
-17.754,177.443
-16.467,179.34
68.362,23.424
61.249,28.904
68.607,27.405
62.659,29.624
63.127,23.051
-22.434,-151.361
-17.353,-145.51
-15.82,-140.887
-18.466,-136.439
-8.796,-140.229
-0.712,8.754
-0.454,-90.266
13.338,-16.652
41.669,44.955
42.858,41.128
35.461,-77.965
5.603,-0.168
37.921,21.293
61.161,-45.427
70.739,-22.646
64.191,-51.678
69.233,-51.067
65.583,-37.15
76.531,-68.703
8.481,-9.526
65.66,-18.072
65.283,-14.401
23.075,72.632
15.859,74.618
28.175,94.802
27.156,77.961
9.153,92.819
17.109,81.818
8.482,76.918
-5.062,119.554
-1.19,136.108
0.637,122.852
0.832,127.381
-5.661,132.731
5.874,95.339
-7.346,108.246
0.461,101.444
-6.293,106.57
25.876,55.033
34.346,47.156
33.262,44.234
52.181,-9.524
38.997,17.08
35.765,140.386
24.289,153.979
24.784,141.322
33.662,135.364
34.591,133.933
42.733,143.217
43.881,144.164
33.749,129.785
25.846,131.263
16.729,-169.534
43.352,77.04
-0.463,39.648
1.381,173.147
-1.224,174.776
1.986,-157.35
34.589,36.011
-29.462,27.553
28.795,22.081
-18.797,47.479
-17.094,49.816
-20.285,44.318
-15.679,34.974
30.838,-85.182
14.174,145.243
11.341,162.328
8.72,167.731
18.57,-11.423
-20.43,57.683
-19.758,63.362
16.757,-99.753
25.866,-100.237
18.654,-91.799
30.397,-107.875
25.685,-109.081
26.009,-98.228
32.541,-116.97
7.462,151.843
6.985,158.209
9.499,138.082
28.201,-177.381
47.838,27.781
47.843,106.766
-21.053,164.838
-19.08,-169.926
-37.008,174.792
-43.489,172.532
-43.81,-176.457
-45.928,170.198
-90.0,0.0
-77.883,166.65
62.56,6.11
69.293,16.144
69.977,23.366
65.459,12.214
70.6,29.692
59.896,10.617
63.112,7.824
78.246,15.466
17.039,54.091
-6.082,145.392
-10.729,-73.766
14.509,121.019
54.377,18.466
51.022,71.467
42.364,69.479
51.152,51.546
50.351,80.234
50.245,57.203
53.206,63.551
34.804,-96.671
62.093,129.771
66.417,112.05
50.422,127.41
48.528,135.188
64.735,177.741
64.38,-173.247
59.91,150.717
67.5,171.0
53.166,158.453
53.515,142.888
52.026,113.305
56.371,101.699
48.073,37.74
55.167,30.133
53.74,91.385
53.364,83.542
54.967,73.31
55.303,61.507
66.59,66.61
60.95,76.467
42.486,59.623
55.972,37.415
61.648,50.846
55.608,49.277
-13.83,-172.008
18.24,42.656
17.467,47.121
-7.005,52.726
-4.674,55.522
2.014,45.305
-28.575,16.533
-33.965,18.602
7.706,81.678
11.786,34.336
-21.241,-175.15
35.219,-101.706
34.495,-82.709
39.136,-121.436
43.564,-116.223
35.28,-116.63
42.908,-106.464
46.842,-92.194
47.079,-122.581
61.595,-149.089
70.134,-143.577
60.78,-161.838
63.994,-145.721
59.362,-155.257
71.285,-156.766
66.915,-151.528
55.206,-162.724
51.878,-176.646
57.75,-152.494
64.736,-156.937
68.875,-166.11
64.512,-165.445
70.195,-148.465
57.047,-135.361
52.712,174.114
22.022,-159.787
-15.501,167.222
16.044,108.199
